Age,Gender,County,Monthly_Income,Loan_Amount,Loan_Term_Days,Loan_Purpose,Mpesa_Transactions,Mpesa_Volume,Previous_Loans,Previous_Defaults,Repayment_Score,Credit_Score,Loan_Repaid
44,Male,Nakuru,26452,37001,60,Farm Inputs,151,12818,3,1,0.744,0.632,0
57,Female,Machakos,22532,18970,30,Emergency,141,20505,6,1,0.634,0.604,0
53,Female,Mombasa,29326,20234,60,School Fees,90,13898,9,2,0.836,0.697,1
51,Female,Mombasa,41763,13603,14,Farm Inputs,164,11064,3,1,0.759,0.66,1
46,Female,Kiambu,34809,48228,14,Personal,162,19594,1,0,0.898,0.795,1
41,Male,Nairobi,30870,25451,30,Farm Inputs,138,18717,3,1,0.66,0.596,0
41,Female,Meru,5000,2452,30,School Fees,193,5701,6,1,0.462,0.495,0
59,Female,Meru,30320,36978,14,School Fees,169,12806,1,1,0.588,0.484,0
21,Female,Kisumu,45671,47297,30,School Fees,83,6788,1,0,0.558,0.64,1
20,Male,Mombasa,5000,31266,14,Business,152,3314,1,0,0.782,0.698,1
51,Female,Machakos,33272,45015,60,Farm Inputs,34,13836,3,0,0.633,0.661,0
40,Female,Nairobi,23087,45740,30,Emergency,22,17334,4,2,0.653,0.537,0
40,Male,Kisumu,14802,25147,60,Business,195,21840,5,0,0.514,0.577,1
62,Male,Meru,34613,31788,30,Emergency,193,4216,3,1,0.983,0.762,1
22,Male,Kisumu,45516,2274,60,School Fees,189,6993,1,0,0.721,0.721,1
48,Male,Kisumu,34302,37932,14,Emergency,154,25240,1,0,0.585,0.638,1
58,Male,Meru,20545,5559,14,Emergency,92,9689,2,0,0.648,0.652,1
23,Female,Kisumu,13678,39739,14,Business,99,4990,4,0,0.468,0.552,1
54,Male,Kiambu,26735,22997,14,Business,181,26944,3,0,0.586,0.629,1
27,Male,Kisumu,35478,28783,30,Farm Inputs,22,14051,3,0,0.664,0.68,1
57,Male,Nairobi,20355,47561,60,Emergency,65,11721,0,0,0.719,0.687,1
24,Male,Mombasa,21515,41612,30,Business,86,10122,1,0,0.814,0.735,0
56,Male,Nairobi,58864,42188,30,Farm Inputs,82,8283,6,0,0.74,0.749,1
55,Male,Machakos,37943,47003,14,Emergency,139,14036,3,0,0.672,0.686,1
38,Male,Nakuru,38801,10971,30,Emergency,139,17364,5,3,0.659,0.531,1
37,Male,Kiambu,7476,10244,60,School Fees,69,18063,2,0,0.655,0.637,0
20,Female,Kiambu,16513,4163,30,Business,44,2408,4,0,0.631,0.638,0
39,Female,Machakos,25896,12963,60,Personal,120,25633,4,0,0.728,0.698,1
64,Female,Meru,12986,16878,14,Business,28,13834,3,0,0.705,0.67,0
21,Male,Nairobi,44204,23578,14,School Fees,164,17484,1,0,0.504,0.611,1
45,Male,Nairobi,41923,39409,30,Farm Inputs,14,20417,3,0,0.619,0.665,0
29,Male,Machakos,18597,6660,60,Business,141,12416,3,1,0.853,0.676,0
55,Female,Meru,46407,45804,14,Emergency,43,18451,3,1,0.766,0.67,1
53,Male,Nakuru,24948,28182,14,Personal,135,15967,3,1,0.681,0.599,0
64,Male,Kisumu,56072,26075,30,Farm Inputs,112,13006,2,1,0.562,0.556,1
58,Male,Meru,26736,40410,60,Business,73,15619,5,1,0.514,0.542,0
22,Female,Kisumu,31914,31365,14,Farm Inputs,11,11094,0,0,0.667,0.676,0
30,Female,Mombasa,41798,21905,14,Emergency,144,9214,4,0,0.435,0.573,0
40,Male,Nairobi,40331,23754,60,Personal,27,16002,2,1,0.574,0.541,0
47,Female,Nairobi,31128,39576,30,Emergency,93,16112,1,1,0.547,0.465,0
54,Male,Machakos,23306,9826,30,Personal,195,16842,7,1,0.634,0.61,1
42,Male,Machakos,31169,38010,14,Farm Inputs,21,24993,4,1,0.899,0.731,0
44,Female,Kisumu,15205,20029,14,Business,82,17154,3,0,0.545,0.593,0
31,Female,Meru,26825,25027,30,Personal,196,12497,5,1,0.548,0.56,1
64,Female,Nairobi,11688,35983,30,Emergency,69,16485,2,1,0.636,0.534,1
53,Female,Nairobi,5000,16586,14,Personal,90,30778,2,1,0.477,0.445,1
56,Male,Kiambu,25605,41813,60,Farm Inputs,32,7223,4,1,0.616,0.582,1
33,Male,Mombasa,40147,22277,60,Farm Inputs,62,27035,2,0,0.377,0.542,0
39,Female,Mombasa,36109,42762,14,Farm Inputs,22,17930,5,0,0.64,0.668,1
38,Female,Kisumu,24017,20966,14,Business,114,15553,2,2,0.683,0.473,0
38,Male,Nakuru,45963,36999,14,Farm Inputs,125,13007,3,0,0.775,0.749,1
25,Male,Meru,18171,15890,14,Business,48,12105,4,0,0.797,0.723,1
33,Male,Nairobi,5000,46081,30,School Fees,68,3152,2,1,0.531,0.472,1
48,Male,Kiambu,5000,18421,60,Personal,41,16182,6,1,0.457,0.493,1
59,Female,Meru,10825,41360,60,Emergency,7,21225,7,3,0.658,0.531,1
27,Female,Nairobi,34799,33445,60,Business,18,13979,4,0,0.81,0.751,0
49,Female,Machakos,17382,19260,30,Business,139,11884,1,1,0.69,0.518,0
51,Male,Meru,30531,41006,14,Emergency,149,9776,5,2,0.374,0.428,1
26,Male,Kisumu,44755,42260,60,Personal,87,15504,5,1,0.604,0.612,1
34,Female,Meru,11798,3743,60,Farm Inputs,171,19038,6,0,0.642,0.637,0
28,Female,Nakuru,30741,30591,30,Personal,137,22186,4,1,0.879,0.72,1
49,Female,Meru,31467,4166,14,Business,83,1866,1,1,1.0,0.692,1
27,Male,Meru,14671,17821,14,Farm Inputs,56,11677,2,0,0.69,0.664,1
39,Female,Meru,41250,19911,14,School Fees,113,20069,1,0,0.68,0.695,1
34,Male,Mombasa,21547,18904,60,Emergency,30,6760,1,0,0.716,0.687,1
21,Female,Nairobi,20394,24086,30,Personal,171,13734,5,0,0.799,0.727,1
64,Female,Nakuru,50339,15132,60,Farm Inputs,177,20310,6,0,0.554,0.644,1
42,Female,Kisumu,31273,45000,30,Emergency,81,14372,1,0,0.613,0.648,1
38,Male,Mombasa,36103,2474,30,Personal,35,15453,1,0,0.644,0.67,0
54,Male,Nairobi,41258,44129,60,Business,155,6968,4,2,0.716,0.593,1
55,Male,Kiambu,17194,1758,30,Business,44,11234,3,1,0.698,0.597,1
18,Male,Kisumu,39997,40320,30,Business,36,17068,5,0,0.642,0.674,1
42,Male,Nairobi,18977,19994,30,School Fees,105,20409,1,1,0.745,0.548,1
53,Male,Mombasa,18464,42702,14,Business,8,12463,3,0,0.64,0.645,0
34,Female,Mombasa,21736,14028,14,Business,85,23246,4,1,0.707,0.622,0
58,Male,Kiambu,17535,19637,14,Business,88,15174,5,0,0.822,0.734,1
41,Female,Kisumu,34865,22678,14,Farm Inputs,178,14926,1,0,0.598,0.646,1
19,Male,Kisumu,28206,15508,60,Emergency,79,24878,1,0,0.731,0.703,1
57,Female,Nakuru,19105,12364,60,School Fees,46,1000,4,2,0.681,0.546,0
32,Female,Nairobi,33094,33687,60,Personal,101,1000,4,0,1.0,0.844,1
49,Male,Nakuru,21697,42112,14,School Fees,171,21167,1,0,0.747,0.702,1
56,Female,Mombasa,21063,3371,60,Emergency,107,13101,3,0,0.638,0.647,1
23,Male,Mombasa,25584,31932,14,Business,188,18209,2,0,0.704,0.686,1
18,Male,Meru,30561,15702,14,Business,51,15142,4,0,0.708,0.695,1
64,Male,Kiambu,29678,13601,30,Personal,170,18302,0,0,0.807,0.743,1
40,Male,Kiambu,20641,34135,30,School Fees,22,19816,3,0,1.0,0.828,1
56,Female,Kisumu,35165,16738,14,School Fees,6,22377,2,0,0.527,0.611,1
34,Male,Nakuru,22331,11679,30,Personal,109,17998,0,0,0.716,0.688,1
51,Female,Mombasa,17140,25249,30,School Fees,106,23017,2,0,0.58,0.613,1
58,Female,Meru,7383,31293,30,School Fees,186,11318,2,0,0.76,0.69,1
46,Female,Nairobi,36798,8504,30,School Fees,92,18036,2,0,0.746,0.722,0
26,Male,Meru,25148,49426,60,Personal,162,5182,4,0,0.798,0.733,1
30,Female,Machakos,27530,21616,30,Personal,8,10194,3,0,0.773,0.723,1
23,Male,Nairobi,37549,21011,14,Emergency,11,19882,8,1,0.688,0.661,1
23,Female,Kiambu,19271,48881,30,School Fees,61,20432,2,0,0.508,0.58,1
37,Male,Nairobi,8507,21476,30,Emergency,34,13717,3,0,0.786,0.704,1
20,Male,Mombasa,25837,32356,60,Farm Inputs,176,23367,5,0,0.565,0.617,1
34,Male,Nakuru,28695,35510,60,Farm Inputs,161,3494,1,0,0.598,0.637,1
29,Male,Meru,21845,13315,60,School Fees,94,22126,0,0,0.629,0.644,1
64,Female,Kisumu,42684,2988,30,Business,40,13749,2,0,0.772,0.743,1
62,Female,Nakuru,5000,18396,14,Farm Inputs,103,1840,3,0,0.671,0.642,0
18,Male,Machakos,38440,6116,60,Business,117,7909,2,1,0.77,0.636,0
34,Female,Kisumu,34493,33291,30,Emergency,180,11635,3,0,0.654,0.673,0
20,Male,Machakos,30481,35605,30,School Fees,151,7708,3,0,0.844,0.763,0
43,Male,Machakos,5000,31527,30,Emergency,195,8066,1,0,0.786,0.7,0
32,Female,Mombasa,40406,13091,60,Emergency,6,18626,3,0,0.726,0.717,1
53,Male,Mombasa,12682,41290,30,Personal,146,11052,4,1,0.654,0.584,0
49,Male,Kiambu,18907,5226,60,School Fees,117,1000,0,0,0.547,0.599,0
49,Male,Kiambu,22952,40362,30,Personal,104,17003,1,0,0.851,0.756,0
21,Male,Machakos,29889,4633,14,Emergency,108,10603,2,0,0.656,0.668,0
35,Male,Nakuru,32673,1244,14,Business,116,24541,2,0,0.922,0.805,0
36,Female,Kiambu,35714,21061,30,School Fees,39,9712,2,0,1.0,0.848,1
60,Female,Mombasa,34790,30313,60,School Fees,153,2796,2,1,0.735,0.614,0
52,Female,Kiambu,28035,25069,30,Farm Inputs,149,13175,2,1,0.417,0.446,1
57,Male,Machakos,29991,6440,14,Business,86,7476,1,0,0.809,0.744,1
31,Male,Meru,11910,33317,30,Business,36,8092,4,0,0.843,0.737,1
50,Male,Kisumu,15987,23696,60,Emergency,155,12796,1,0,0.877,0.76,1
31,Male,Nakuru,35745,6717,60,Emergency,138,13866,7,1,0.618,0.619,1
51,Male,Nakuru,35046,19933,60,Emergency,33,12788,1,0,0.815,0.754,1
21,Male,Nairobi,33685,11434,60,Farm Inputs,67,13423,2,0,0.609,0.65,0
41,Female,Kiambu,18826,8368,14,Business,129,19191,2,0,0.669,0.66,1
46,Male,Nakuru,35925,20773,60,Personal,100,13550,1,0,0.709,0.702,1
36,Female,Meru,11065,41219,60,Business,85,16675,3,1,0.763,0.621,1
23,Male,Meru,37928,26698,14,Personal,136,20681,3,1,0.729,0.64,0
50,Female,Mombasa,21869,44857,60,School Fees,62,10818,6,0,0.899,0.779,0
57,Male,Kisumu,45210,48287,14,Personal,163,14977,3,0,0.705,0.713,1
36,Female,Mombasa,6742,26863,60,School Fees,154,15616,1,0,0.832,0.725,1
18,Female,Kiambu,46160,47959,60,Emergency,159,5206,3,0,0.724,0.724,1
22,Male,Machakos,20662,24519,60,Business,122,1000,1,0,0.728,0.692,1
44,Male,Meru,20446,20239,60,Emergency,89,15310,2,1,0.806,0.63,0
33,Female,Meru,27338,26089,30,Business,88,7648,3,0,0.78,0.727,1
23,Male,Nairobi,16635,41613,30,Personal,91,26289,1,0,0.464,0.554,0
57,Male,Nairobi,24132,11593,60,Business,20,19933,2,1,0.677,0.571,0
30,Male,Meru,16148,6761,60,Personal,10,7816,4,0,0.708,0.675,0
52,Female,Kisumu,16587,20340,60,Business,11,2403,2,2,1.0,0.622,1
36,Male,Nakuru,30842,48440,30,School Fees,18,6292,6,2,0.402,0.456,0
29,Female,Nakuru,14181,24292,60,Personal,7,15722,3,0,0.8,0.719,1
33,Female,Meru,15781,21150,14,Emergency,53,12879,5,1,0.8,0.671,0
60,Male,Nakuru,8526,42076,30,Emergency,40,19932,2,0,0.879,0.751,1
27,Female,Nairobi,18952,21527,30,Emergency,33,7544,6,0,0.714,0.682,1
42,Male,Machakos,40739,38572,30,Emergency,136,18319,4,0,0.753,0.731,1
37,Male,Nakuru,14848,18809,60,School Fees,172,17273,1,0,0.62,0.63,0
48,Female,Mombasa,16220,7345,14,School Fees,173,23815,4,0,0.73,0.687,1
21,Female,Meru,27327,7310,30,Farm Inputs,154,16289,3,0,0.558,0.616,1
61,Female,Nakuru,20550,15728,14,Farm Inputs,136,8904,2,0,0.779,0.717,1
40,Female,Machakos,51737,35725,14,Farm Inputs,125,24253,3,2,0.714,0.576,0
19,Female,Meru,23049,7382,14,Farm Inputs,27,13108,4,0,0.694,0.678,1
39,Male,Kisumu,29022,26687,60,Business,106,12112,1,1,0.682,0.53,0
54,Female,Kisumu,36325,4741,60,Personal,136,15843,3,1,0.321,0.434,0
25,Male,Nairobi,36094,19993,60,Emergency,22,23442,1,0,0.845,0.771,1
24,Male,Machakos,27799,11229,30,Business,5,22413,0,0,0.619,0.647,1
31,Female,Mombasa,23066,13049,30,School Fees,36,19010,3,1,0.719,0.615,1
20,Female,Machakos,49288,38513,14,Emergency,153,21209,3,1,0.744,0.663,1
33,Female,Mombasa,23802,43087,30,Personal,170,17913,4,1,0.437,0.49,0
36,Female,Mombasa,19699,24847,60,Personal,158,8527,3,1,0.638,0.57,1
35,Female,Machakos,17249,37708,60,School Fees,45,21623,7,0,0.296,0.471,1
33,Male,Meru,5000,40878,60,Emergency,181,1000,2,1,0.628,0.521,0
25,Male,Kiambu,34859,2498,60,Farm Inputs,89,14826,2,0,0.74,0.717,1
50,Male,Machakos,5000,35260,14,Emergency,97,15322,1,0,0.668,0.64,1
29,Female,Meru,24931,47136,30,Emergency,121,30178,2,0,0.53,0.598,1
28,Female,Mombasa,22541,49064,60,Personal,173,8177,3,0,0.596,0.628,0
22,Male,Meru,51879,25589,14,School Fees,100,21987,2,1,0.933,0.736,1
44,Female,Meru,5000,38308,30,Emergency,63,16507,4,0,0.544,0.579,1
29,Female,Nakuru,14186,28237,14,Business,136,12601,3,0,0.78,0.709,1
34,Female,Kisumu,23366,714,60,Business,145,1883,6,0,0.833,0.748,0
23,Male,Kisumu,22629,39014,60,School Fees,65,16484,1,0,0.482,0.571,0
50,Female,Nairobi,18405,37037,60,Farm Inputs,55,16592,5,1,0.855,0.702,0
22,Male,Kisumu,24028,38135,30,Emergency,167,13219,3,0,0.802,0.733,0
45,Female,Kiambu,9885,29730,60,Emergency,95,26508,4,1,0.535,0.521,0
31,Female,Mombasa,29286,10117,30,Personal,69,22967,5,0,0.714,0.696,1
22,Male,Machakos,5000,10961,14,Emergency,53,13795,2,0,0.375,0.494,0
50,Female,Machakos,24690,17358,30,Farm Inputs,181,22753,3,0,0.526,0.596,1
58,Female,Kiambu,17795,9823,14,Emergency,107,24126,4,0,0.7,0.674,1
36,Female,Kisumu,37195,9503,30,Emergency,146,10411,3,1,0.662,0.606,1
39,Male,Mombasa,46063,47783,60,Personal,169,7802,2,0,0.422,0.572,1
22,Female,Kisumu,21027,37540,60,Business,34,6518,2,1,1.0,0.728,0
19,Female,Meru,41688,9178,14,Business,146,22100,4,0,0.735,0.723,1
47,Female,Nairobi,21206,15249,30,Farm Inputs,96,12630,4,0,0.507,0.582,0
64,Female,Kisumu,13406,19992,30,School Fees,159,9963,3,1,0.692,0.589,1
56,Female,Nairobi,45950,27698,14,School Fees,66,21739,4,1,0.522,0.562,0
21,Male,Machakos,31249,17151,30,Personal,7,12808,4,0,0.793,0.738,1
50,Male,Mombasa,25053,25860,30,Emergency,43,7714,3,1,0.415,0.466,1
30,Female,Nakuru,33246,20757,14,Personal,23,25479,1,1,0.733,0.561,1
37,Female,Meru,28290,11663,14,Business,109,22406,2,1,0.701,0.588,1
24,Male,Nairobi,24169,39799,14,Farm Inputs,102,10535,0,0,0.441,0.553,1
32,Female,Kisumu,9082,19285,30,School Fees,132,9663,2,2,0.844,0.534,1
40,Female,Meru,21753,21793,14,Emergency,171,13768,3,0,0.753,0.705,1
31,Female,Kisumu,32479,28417,14,School Fees,14,19608,5,1,0.817,0.702,0
40,Female,Meru,23526,48932,14,Business,179,22971,3,0,0.586,0.625,0
36,Female,Machakos,35827,30441,14,Emergency,132,7430,4,2,0.663,0.559,1
46,Female,Kiambu,29603,18085,60,Business,93,3610,2,0,0.765,0.722,1
37,Female,Meru,14462,22070,60,School Fees,155,13555,3,1,0.797,0.643,1
46,Female,Nakuru,9169,17160,60,School Fees,63,7461,6,0,1.0,0.812,1
41,Male,Kiambu,23113,30745,14,Business,87,13078,0,0,0.48,0.571,1
35,Male,Kisumu,18709,7900,30,Emergency,106,10780,1,0,0.657,0.654,1
27,Female,Kiambu,29035,34405,60,Business,152,3591,2,0,0.911,0.794,0
58,Female,Meru,16382,32668,14,Emergency,177,26882,1,0,0.636,0.64,1
25,Female,Nakuru,17615,7468,60,Personal,48,15884,4,1,1.0,0.763,1
43,Female,Nakuru,37636,2213,60,Personal,22,21106,5,2,0.71,0.605,0
46,Male,Mombasa,26778,9740,14,Emergency,52,1000,2,1,1.0,0.736,1
27,Male,Kiambu,16567,43043,14,Business,79,9830,3,0,0.793,0.719,1
34,Male,Mombasa,25211,36619,60,Emergency,5,10254,7,1,0.473,0.533,0
19,Male,Kisumu,41546,41361,14,School Fees,164,21989,2,0,0.418,0.564,0
23,Female,Kisumu,28525,30538,60,Business,101,26928,1,0,0.654,0.665,1
22,Female,Kisumu,32115,13600,60,Emergency,196,6681,2,0,0.627,0.656,0
45,Female,Machakos,15973,43294,60,School Fees,11,16127,1,0,0.812,0.727,1
58,Male,Kiambu,37317,39483,60,Farm Inputs,99,24029,3,1,0.635,0.592,0
22,Female,Nairobi,52817,48621,30,School Fees,94,10217,3,1,0.662,0.626,0
35,Female,Nakuru,15502,9643,30,Emergency,104,9581,2,0,0.64,0.641,1
43,Male,Nairobi,10817,18108,14,Business,178,18618,4,2,0.52,0.455,0
37,Male,Kisumu,27106,22329,30,Business,156,3800,1,0,0.572,0.622,1
58,Male,Meru,35506,41492,30,Personal,73,1000,2,0,0.697,0.696,1
44,Male,Meru,23903,16980,14,Emergency,112,1000,0,0,0.9,0.782,1
29,Male,Kiambu,12361,4858,60,School Fees,168,19805,6,0,0.963,0.798,1
24,Female,Meru,23696,15709,30,School Fees,199,24576,4,0,0.702,0.683,1
20,Female,Mombasa,32177,13701,30,Emergency,54,15052,4,0,0.616,0.651,0
27,Male,Nairobi,20115,3641,30,School Fees,191,22077,2,0,0.787,0.72,1
51,Female,Meru,32287,47896,30,Farm Inputs,190,1000,3,1,0.824,0.68,0
42,Female,Kisumu,38976,27853,60,Personal,50,19178,3,0,0.626,0.665,1
52,Female,Nairobi,27882,11970,14,Business,27,16008,5,0,0.659,0.667,0
33,Female,Nairobi,24664,17055,30,School Fees,16,8914,3,1,0.952,0.734,1
19,Male,Nakuru,34952,30097,30,Farm Inputs,160,17549,0,0,0.786,0.74,1
41,Female,Nairobi,14726,30590,30,Emergency,190,27551,3,0,0.465,0.552,0
27,Female,Kisumu,13543,46835,30,School Fees,65,21391,4,2,0.604,0.5,1
55,Female,Nakuru,21801,25976,14,Emergency,187,10747,2,1,0.69,0.574,1
39,Male,Kisumu,19097,9433,60,Farm Inputs,38,10778,3,2,0.663,0.507,1
43,Female,Machakos,15359,40805,14,Farm Inputs,98,17947,5,0,0.535,0.588,1
60,Male,Meru,46965,10614,30,Business,105,19167,4,1,0.961,0.783,1
56,Male,Machakos,51063,31772,30,Emergency,22,9436,6,0,0.707,0.722,0
44,Male,Meru,20755,44157,14,Personal,124,27497,4,1,0.495,0.515,0
46,Male,Machakos,26100,34226,60,Business,167,14597,3,2,0.575,0.472,0
64,Female,Nairobi,22745,32358,60,Emergency,180,22971,5,0,0.58,0.62,0
55,Male,Kiambu,38289,41803,60,Emergency,41,12636,2,0,0.442,0.572,1
37,Male,Kisumu,40667,3981,60,Farm Inputs,45,30326,3,2,0.651,0.53,0
44,Male,Machakos,5000,8431,14,Farm Inputs,138,17544,1,0,0.597,0.605,1
58,Male,Kiambu,30712,41915,14,Emergency,132,2130,2,0,0.687,0.684,1
37,Male,Machakos,9318,9135,60,Farm Inputs,90,8988,2,0,0.805,0.715,1
61,Female,Meru,46099,45752,14,Emergency,95,18282,5,1,0.522,0.572,1
36,Male,Machakos,30282,11607,14,Emergency,43,25671,3,0,0.74,0.71,0
37,Female,Kiambu,15119,3981,30,Business,8,16187,1,0,0.516,0.578,1
52,Female,Machakos,22104,22577,14,Business,148,6459,3,1,0.487,0.498,0
64,Male,Nairobi,21532,1917,14,Personal,56,14392,3,0,0.822,0.74,1
19,Female,Nairobi,31301,22740,60,Business,117,17677,5,0,0.555,0.619,1
47,Female,Nakuru,37502,8176,14,School Fees,23,20693,3,0,0.769,0.734,1
51,Female,Nairobi,11221,7511,60,School Fees,96,25052,3,1,0.802,0.641,1
39,Male,Mombasa,47065,17554,30,Farm Inputs,125,23783,3,0,0.649,0.687,1
20,Male,Nakuru,44268,31244,30,School Fees,21,14653,5,1,0.76,0.689,0
23,Male,Machakos,14496,19168,14,Business,177,3519,3,0,0.742,0.691,0
32,Male,Mombasa,25873,13248,14,Personal,134,21620,3,0,0.716,0.692,0
44,Male,Kisumu,45529,41559,60,Emergency,134,11545,1,0,0.671,0.696,0
27,Male,Kiambu,39795,32398,30,Personal,92,26270,5,3,0.711,0.559,1
26,Male,Kisumu,20959,34245,60,Business,59,19603,0,0,0.612,0.634,0
50,Female,Mombasa,34772,49061,14,Business,95,13494,4,1,0.467,0.52,1
49,Female,Nairobi,60966,27874,30,Business,8,29821,5,0,0.695,0.729,1
23,Male,Meru,26261,22437,14,Farm Inputs,127,18241,2,1,0.729,0.6,0
58,Female,Machakos,17408,24336,30,School Fees,104,23564,1,0,0.881,0.764,1
53,Male,Nakuru,27069,31742,60,Business,144,9797,2,0,0.608,0.64,0
19,Male,Meru,27958,9411,14,Emergency,186,8206,2,0,0.595,0.635,1
46,Male,Meru,18705,26535,14,School Fees,64,1000,4,2,0.445,0.427,1
21,Female,Machakos,30299,25493,30,School Fees,33,21391,4,1,0.493,0.527,0
18,Male,Nairobi,9947,26180,60,Farm Inputs,193,12850,3,0,0.428,0.527,1
36,Male,Machakos,17013,7460,30,Personal,50,31290,3,1,0.456,0.476,0
43,Male,Kiambu,34098,8044,30,School Fees,101,17114,4,1,0.588,0.579,1
42,Male,Meru,5000,6802,30,School Fees,53,17170,2,1,0.782,0.598,1
27,Female,Kiambu,35838,22789,14,Business,124,24654,4,1,0.73,0.653,1
32,Male,Kiambu,5000,31846,60,Emergency,150,13610,3,0,0.908,0.761,1
39,Female,Kisumu,5000,44748,60,Business,80,11595,6,0,0.751,0.682,1
38,Female,Nairobi,19012,43153,60,Emergency,78,6710,2,0,0.391,0.521,1
39,Male,Kiambu,28442,26144,30,School Fees,156,15434,3,0,0.704,0.69,1
53,Male,Mombasa,40903,28779,60,Emergency,21,17690,3,0,0.927,0.818,0
51,Female,Kiambu,25691,30410,60,Business,111,11353,0,0,0.498,0.583,1
47,Female,Nakuru,22041,49138,14,Business,100,24874,2,1,0.733,0.596,1
42,Female,Kisumu,31954,48881,14,Personal,188,1313,1,0,0.622,0.654,1
62,Female,Mombasa,14549,34841,14,Farm Inputs,93,20519,0,0,0.653,0.646,1
45,Male,Meru,26672,24403,30,Personal,56,7640,4,1,0.832,0.692,1
18,Female,Nairobi,10606,35921,14,School Fees,75,20709,3,0,0.688,0.658,0
62,Female,Nairobi,25991,1040,60,Emergency,24,15962,3,0,0.686,0.678,0
21,Female,Nakuru,23441,35479,14,Business,161,16046,7,1,0.637,0.612,0
24,Female,Meru,15348,43018,30,Business,87,18947,5,1,0.888,0.714,1
26,Male,Kiambu,26980,41590,14,Business,182,20531,3,0,0.632,0.652,0
53,Male,Mombasa,26902,44203,60,Business,123,13010,4,0,0.682,0.677,1
36,Male,Nakuru,39105,22427,14,School Fees,122,17572,1,0,0.612,0.658,1
18,Female,Mombasa,5732,4320,14,Farm Inputs,147,20043,2,0,0.536,0.576,1
27,Female,Kiambu,24087,19115,14,Personal,163,25966,1,0,0.816,0.74,0
53,Male,Meru,15876,25901,30,Personal,17,18632,3,1,0.828,0.66,0
26,Male,Kiambu,35437,32201,30,Business,60,12381,4,2,0.704,0.579,0
62,Female,Machakos,34046,8190,30,Business,23,28169,3,0,0.756,0.723,1
63,Male,Machakos,31094,34290,30,Emergency,74,24142,1,0,0.838,0.76,0
59,Female,Kiambu,16554,38622,30,Business,160,21977,2,0,0.624,0.634,0
49,Female,Kisumu,35625,4726,14,Personal,154,17027,1,0,0.642,0.669,1
49,Female,Nakuru,6638,25772,14,Emergency,160,14678,1,0,0.545,0.581,0
23,Female,Machakos,5000,42497,30,Emergency,84,4217,4,0,0.785,0.699,1
55,Female,Kiambu,9689,1313,30,Business,118,23455,8,1,0.638,0.598,1
34,Female,Mombasa,24598,42118,14,Emergency,37,1000,2,1,0.688,0.577,0
27,Male,Nakuru,33101,27503,60,Farm Inputs,118,16513,4,2,0.75,0.599,1
44,Male,Meru,5000,17967,14,Business,177,13007,3,0,0.757,0.685,1
52,Male,Machakos,40872,36242,30,Farm Inputs,180,18732,2,0,0.51,0.61,0
38,Female,Meru,26573,32535,14,Business,119,13212,2,0,0.772,0.722,1
42,Male,Kisumu,6186,23565,30,Farm Inputs,67,16051,2,0,0.983,0.8,1
45,Female,Nakuru,26211,3124,14,Business,30,11360,3,0,0.681,0.675,0
64,Female,Nakuru,38110,6005,14,Personal,91,15919,2,0,0.878,0.79,1
32,Female,Nairobi,32193,13881,14,Business,5,9589,3,0,0.433,0.56,0
21,Female,Mombasa,38188,8049,60,Personal,194,14716,4,0,0.695,0.698,1
46,Male,Kisumu,8605,36000,14,School Fees,97,9214,4,0,0.378,0.501,0
26,Male,Kisumu,20031,10703,14,School Fees,110,27433,1,0,0.827,0.74,0
44,Male,Meru,13903,12428,60,Business,135,3939,4,1,0.527,0.522,1
43,Female,Kisumu,45610,31259,14,Personal,88,8440,3,1,0.621,0.596,1
36,Male,Mombasa,32672,13957,60,Personal,111,12379,1,0,0.536,0.612,0
45,Male,Kisumu,59164,37611,60,Emergency,120,11591,2,0,0.835,0.796,1
34,Male,Nairobi,19388,25087,60,Emergency,9,20811,3,1,0.844,0.673,1
60,Female,Machakos,16303,36875,14,Farm Inputs,177,15007,5,1,0.548,0.546,0
58,Male,Mombasa,23286,25812,30,Emergency,16,9670,2,1,0.687,0.575,1
59,Female,Kisumu,41540,1009,14,Business,52,12414,2,0,0.527,0.619,1
37,Male,Kiambu,20606,42728,30,Emergency,18,19453,1,0,0.674,0.665,0
62,Female,Machakos,26493,6594,30,Emergency,57,1000,4,1,0.479,0.515,0
57,Male,Meru,26160,12958,60,Business,49,7209,3,0,0.564,0.617,0
56,Male,Nakuru,25473,39013,60,Business,164,12619,1,0,0.669,0.668,0
40,Male,Mombasa,17171,21700,60,Farm Inputs,162,16524,1,0,0.814,0.73,0
64,Female,Kiambu,23352,36310,60,Personal,16,14715,3,1,0.633,0.573,0
49,Male,Nakuru,22838,5410,14,Emergency,104,16650,2,0,0.902,0.782,0
64,Male,Kiambu,24909,7072,14,School Fees,87,14068,5,0,0.589,0.628,1
50,Female,Kisumu,36322,37568,30,Personal,48,20019,2,1,0.413,0.455,1
63,Female,Mombasa,46127,9581,14,Business,157,12940,2,0,0.474,0.599,0
22,Female,Meru,14914,22387,14,Emergency,174,9791,2,1,0.583,0.511,1
60,Female,Kisumu,20296,19836,30,Farm Inputs,25,6364,1,1,1.0,0.677,0
51,Male,Nakuru,15099,28413,14,School Fees,193,12816,3,1,0.626,0.558,1
57,Male,Meru,27245,22580,14,Personal,70,14002,1,0,0.574,0.623,0
28,Female,Nairobi,18539,40878,60,Emergency,105,12571,5,0,0.741,0.695,0
